NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
449	261.539	65.901	62.637	57.329	0.392	0.717	20000.0
450	268.051	66.749	65.143	59.633	0.416	0.696	20000.0
451	265.582	65.96	64.643	58.026	0.4	0.716	20000.0
452	263.596	65.502	64.242	57.189	0.393	0.725	20000.0
453	277.537	69.217	67.932	61.128	0.442	0.683	20000.0
454	272.885	68.325	65.393	60.102	0.436	0.687	20000.0
455	267.762	66.954	66.249	58.697	0.409	0.712	20000.0
456	273.037	68.008	67.782	60.675	0.411	0.685	20000.0
457	265.066	66.554	65.954	58.933	0.409	0.705	20000.0
458	291.459	71.388	70.381	61.988	0.436	0.674	20000.0
459	272.874	67.438	67.894	60.216	0.41	0.692	20000.0
460	261.25	66.247	64.546	58.646	0.402	0.703	20000.0
461	263.517	64.677	65.36	57.173	0.395	0.73	20000.0
462	268.8	67.639	67.297	59.972	0.408	0.696	20000.0
463	264.246	67.917	63.828	57.923	0.428	0.704	20000.0
464	270.44	67.75	66.917	59.833	0.407	0.694	20000.0
465	273.094	68.595	68.011	61.104	0.425	0.681	20000.0
466	279.056	69.26	69.702	61.53	0.431	0.678	20000.0
467	278.933	69.562	70.649	61.333	0.443	0.684	20000.0
468	270.065	67.529	66.841	59.161	0.407	0.705	20000.0
469	263.913	65.916	65.313	59.792	0.409	0.697	20000.0
470	267.606	67.368	67.355	60.237	0.429	0.692	20000.0
471	276.944	69.9	66.377	60.557	0.437	0.682	20000.0
472	271.794	67.533	68.459	60.212	0.416	0.7	20000.0
473	259.654	65.331	63.606	58.087	0.397	0.712	20000.0
474	269.081	67.467	68.186	60.49	0.415	0.691	20000.0
475	277.03	68.846	68.488	60.112	0.423	0.689	20000.0
476	269.472	66.988	65.309	59.122	0.411	0.697	20000.0
477	266.634	67.385	63.851	58.532	0.404	0.712	20000.0
478	273.515	67.56	68.789	59.845	0.408	0.71	20000.0
479	279.979	69.208	68.748	59.434	0.426	0.707	20000.0
480	274.825	68.723	67.459	60.765	0.432	0.687	20000.0
481	270.396	66.673	67.693	60.233	0.406	0.701	20000.0
482	262.848	66.177	64.426	58.254	0.404	0.715	20000.0
483	264.339	65.876	63.195	57.755	0.391	0.716	20000.0
484	281.215	70.724	69.064	61.373	0.444	0.679	20000.0
485	264.412	66.819	65.082	59.724	0.425	0.692	20000.0
486	277.533	69.645	67.537	60.942	0.433	0.683	20000.0
487	279.474	70.206	69.145	61.689	0.432	0.682	20000.0
488	270.508	68.15	65.36	59.21	0.423	0.697	20000.0
489	272.597	68.421	66.376	59.648	0.43	0.696	20000.0
490	265.47	66.989	66.773	60.565	0.416	0.69	20000.0
491	256.08	64.226	63.05	57.68	0.378	0.717	20000.0
492	271.441	67.9	65.301	58.452	0.417	0.71	20000.0
493	271.362	68.12	65.993	58.923	0.425	0.704	30000.0
494	265.712	67.174	63.904	59.049	0.422	0.695	20000.0
495	274.275	67.203	69.761	61.219	0.418	0.687	20000.0
496	274.349	67.545	69.124	60.559	0.409	0.692	20000.0
497	270.499	68.082	67.396	60.727	0.42	0.684	20000.0
498	261.798	65.627	63.474	57.628	0.415	0.714	20000.0
499	271.159	67.669	66.887	60.011	0.413	0.695	20000.0
500	277.355	69.143	68.139	60.206	0.417	0.695	20000.0
