NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
449	225.746	59.964	56.748	54.135	0.355	0.752	20000.0
450	222.848	59.178	54.446	52.793	0.342	0.763	20000.0
451	232.953	61.117	59.513	54.554	0.364	0.753	20000.0
452	228.386	60.457	58.661	55.14	0.371	0.749	20000.0
453	229.236	60.518	55.878	53.116	0.353	0.756	20000.0
454	227.716	60.699	57.428	55.928	0.362	0.733	20000.0
455	221.101	59.391	57.613	54.712	0.342	0.75	20000.0
456	231.534	60.301	58.313	54.238	0.347	0.751	20000.0
457	211.757	58.779	52.535	51.732	0.351	0.765	20000.0
458	214.642	55.657	56.588	51.92	0.324	0.786	20000.0
459	212.11	56.685	54.054	52.31	0.342	0.768	30000.0
460	223.405	60.4	57.089	54.643	0.357	0.745	20000.0
461	215.876	58.091	54.652	52.724	0.334	0.768	20000.0
462	224.593	59.828	58.067	54.368	0.361	0.753	20000.0
463	216.228	58.274	54.764	53.889	0.357	0.751	20000.0
464	221.717	59.348	57.866	55.141	0.347	0.755	20000.0
465	222.34	59.4	58.576	54.838	0.345	0.746	20000.0
466	229.101	63.52	59.64	57.032	0.397	0.717	20000.0
467	230.545	61.165	58.254	54.991	0.359	0.743	20000.0
468	207.24	55.81	54.082	51.769	0.339	0.771	20000.0
469	222.951	59.281	58.379	54.065	0.352	0.755	20000.0
470	225.18	60.564	60.192	56.602	0.367	0.73	20000.0
471	207.13	55.517	53.276	50.936	0.322	0.778	20000.0
472	216.223	57.537	55.929	52.28	0.321	0.779	20000.0
473	215.372	58.75	54.752	54.229	0.357	0.744	20000.0
474	231.598	61.811	58.766	54.656	0.362	0.751	20000.0
475	216.683	57.738	55.907	51.961	0.335	0.779	20000.0
476	225.491	59.184	58.545	54.866	0.344	0.751	20000.0
477	226.325	61.67	56.28	55.124	0.372	0.738	20000.0
478	225.378	60.625	56.468	54.95	0.373	0.743	20000.0
479	229.507	62.224	58.018	55.005	0.36	0.745	20000.0
480	212.094	56.61	55.227	51.629	0.327	0.779	20000.0
481	209.458	56.015	53.695	52.848	0.328	0.767	20000.0
482	222.609	61.025	57.751	54.285	0.355	0.755	20000.0
483	216.964	57.914	55.245	53.327	0.344	0.766	20000.0
484	227.256	59.476	58.129	54.042	0.349	0.756	20000.0
485	228.419	60.86	57.284	54.368	0.352	0.755	20000.0
486	233.321	61.643	60.297	55.953	0.362	0.74	20000.0
487	212.879	58.101	55.756	53.646	0.347	0.754	20000.0
488	234.747	62.974	59.774	56.072	0.385	0.733	20000.0
489	231.554	61.221	58.513	54.52	0.356	0.754	20000.0
490	231.065	61.835	59.508	55.097	0.366	0.745	20000.0
491	216.334	58.335	56.64	53.356	0.333	0.764	20000.0
492	220.075	59.613	54.114	52.241	0.339	0.771	20000.0
493	226.626	61.27	57.298	54.913	0.358	0.743	20000.0
494	217.24	57.978	57.031	53.77	0.342	0.76	20000.0
495	224.368	60.192	57.76	54.867	0.358	0.748	20000.0
496	224.073	59.835	57.769	54.302	0.349	0.757	20000.0
497	232.595	62.523	58.812	54.721	0.369	0.751	20000.0
498	214.593	59.031	54.835	52.837	0.353	0.757	20000.0
499	218.85	59.47	57.265	53.704	0.352	0.757	20000.0
500	211.377	56.958	54.537	51.562	0.328	0.782	20000.0
